证券代码,证券简称,一致预测营业收入(FY1),一致预测净利润(FY1),一致预测ROE(FY1),一致预测每股净资产(FY1),每股收益EPS-基本,净资产收益率ROE(平均),总资产报酬率ROA,资产负债率,流动比率,总资产(同比增长率),营业收入(同比增长率),销售毛利率,每股净资产BPS,营业利润,长期借款,短期借款,营业收入,报告期,下一期营收
002572.SZ,索菲亚,8442330938,1163128438,18.5977,6.9509,1.18,20.968,16.835,30.348,1.6885,8.6027,5.1319,37.326,5.9675,1348203001,30000000,313000000,7686076829,年报,3053550386
002582.SZ,好想你,6813926667,209611667,5.825,7.0304,0.38,5.7133,4.2832,47.0304,1.1446,15.9961,20.4414,27.6171,6.5973,246564266.7,130000000,1122527832,5961168476,年报,7095617267
002583.SZ,海能达,9822089091,755439091,14.751,3.7063,0.04,1.319,1.5698,62.7564,1.0987,10.101,13.1084,38.9539,3.3368,13694254.03,901125759.3,3499416212,7843538994,年报,6130206930
002594.SZ,比亚迪,1.30587E+11,1736750000,3.1368,20.3805,0.5,2.884,2.8522,68.002,0.9902,0.5502,-1.7809,16.2944,19.1954,2312288000,11947932000,40332365000,1.27739E+11,年报,78714168000
002597.SZ,金禾实业,4368800800,933187200,17.92,9.3845,1.45,19.2517,15.6762,27.1114,3.557,7.9844,-3.8942,31.2844,7.7443,939819150.5,606360,100144404.2,3971856106,年报,3429887059
002601.SZ,龙蟒佰利,13767657273,3095390870,19.4205,7.9772,1.29,19.7307,13.3773,45.7578,0.9348,23.9877,8.7921,42.3692,6.8262,3050475158,2752332977,2867356101,11358539703,年报,14759027384
002614.SZ,奥佳华,5871750000,375250000,9.8825,6.9113,0.52,8.715,5.6972,44.2869,1.262,4.0827,-3.1349,37.2154,6.0352,356733348.4,16561893.46,594349118.1,5276271252,年报,4084664917
002624.SZ,完美世界,9998133333,2427655000,19.9031,9.2395,1.16,16.7407,9.5377,39.0913,2.111,4.075,0.0654,60.9199,7.3577,1341734851,225316706.5,1138639469,8039021279,年报,10297941501
002635.SZ,安洁科技,3127000000,-624000000,-9.5,9.07,-0.92,-10.2903,-8.4681,17.9687,3.4209,-21.2073,-11.764,28.0641,8.247,-1195992785,545955.39,53804550.53,3136135981,年报,2493989119
002658.SZ,雪迪龙,1302500000,157500000,7.4,3.635,0.23,6.6009,5.3291,29.7398,6.3216,5.1391,-3.5309,44.0251,3.3473,166026055.7,2779689.34,2690753.79,1243286319,年报,469047314.1
002672.SZ,东江环保,4109714286,559750000,11.6857,5.5569,0.48,10.1097,6.5891,51.5668,0.6881,6.6805,5.3138,36.0828,4.9412,518094842.1,769659397.3,1744166400,3458591061,年报,2632180711
002675.SZ,东诚药业,3537696000,463150000,10.7725,6.2816,0.1929,3.6505,6.1117,34.4902,1.2659,4.7021,28.2892,59.3512,5.3511,393768172.2,6159653.15,556931078,2992761012,年报,2854117029
002681.SZ,*ST奋达,4185000000,501000000,8.7,2.93,-1.49,-82.424,-48.3593,55.4281,1.0698,-36.3085,5.4648,16.9141,1.0719,-3065878986,250000000,400000000,3535639194,年报,2382569439
002701.SZ,奥瑞金,8982350000,766115000,13.075,2.5299,0.29,12.3072,9.6194,59.4529,0.7544,9.5936,14.602,24.2943,2.4327,1048445849,1077419660,1719001537,9369162549,年报,7493302752
002714.SZ,牧原股份,61435000000,34830923201,61.3114,26.3281,2.82,34.5474,16.5298,40.0385,1.0783,77.2228,51.0389,35.9531,9.3659,6314833418,1116726519,4256083392,20221332526,年报,32279771164
002717.SZ,岭南股份,8616716667,514443066,9.14,3.606,0.21,6.9824,3.5547,73.3939,0.9889,19.2919,-10.0223,23.6633,3.0993,439370401.2,758777984,2583544352,7956638206,年报,1197422780
002739.SZ,万达电影,17111414000,1643549000,9.646,8.3919,-2.2751,-35.8027,-17.2166,46.6233,0.9379,-14.9315,-5.2314,27.4692,6.6551,-4515659388,2100003256,3455460580,15435362986,年报,5018759021
002747.SZ,埃斯顿,1493097857,101386000,6.0646,2.0364,0.08,4.0741,3.8858,54.6104,0.9794,4.583,-2.708,36.0071,1.9282,74018277.88,238624742.5,966351699.4,1421459715,年报,914210976.2
002815.SZ,崇达技术,4571071111,713597778,19.2875,4.2149,0.63,15.5348,12.0796,27.6482,1.4975,8.4355,1.9518,30.6227,4.3733,591037768.5,135570352.2,200526736.8,3727450770,年报,3729102104
300001.SZ,特锐德,8365298000,519434000,12.54,4.4225,0.27,8.3442,3.7518,75.4581,0.9,12.0114,14.1517,26.518,3.3633,272537605.1,273100000,3938061839,6739086129,年报,3144699301
300003.SZ,乐普医疗,9823026087,2242327391,24.0055,5.3694,0.9746,24.9242,15.0814,49.7375,1.1025,5.3794,22.6425,72.2252,4.1999,1961251705,2457980000,1464038210,7795529386,年报,6666422418
300007.SZ,汉威科技,2087500000,175000000,12.6,5.1746,-0.35,-7.4084,0.8948,61.0523,1.5511,-5.2255,20.3097,31.4125,4.5936,-1280107.47,446048595,368000000,1819480487,年报,1641373387
300010.SZ,立思辰,2284648182,273702727,7.0745,4.2845,0.0352,0.9204,1.5624,53.215,0.837,4.117,1.3809,40.435,3.8571,42040937.6,542451000,774440842,1979337719,年报,527627717.6
300011.SZ,鼎汉技术,1621000000,127000000,6.2,3.76,0.0764,2.2147,2.8349,46.0543,1.5738,3.1606,17.902,33.2054,3.5045,37669147.06,195000000,444150262,1600082356,年报,781683682.4
300014.SZ,亿纬锂能,9928274800,2068117396,27.3868,8.1061,1.64,27.3864,13.1375,52.6728,1.3763,62.427,47.3537,29.7161,7.7936,1633608071,134000000,518797480.5,6411641552,年报,5234885331
300021.SZ,大禹节水,3440500000,330140000,17.58,2.35,0.16,8.8752,6.4224,58.977,1.296,2.4671,21.7052,26.8162,1.8486,200887907.7,74136015.17,951514932.1,2165853141,年报,766492563.2
300024.SZ,机器人,3791858000,620836000,8.718,4.6247,0.1877,4.6122,3.9996,33.8941,2.4923,4.422,-11.2851,27.916,4.155,317893917.5,368741751.7,1122354761,2745485120,年报,1872545230
300036.SZ,超图软件,2334066875,288915625,12.2567,5.2385,0.49,10.7838,8.1885,30.628,1.9421,8.4739,14.3125,54.7919,4.7337,224288266.8,5556345.92,7287854.99,1735021983,年报,886401642.8
300038.SZ,数知科技,6552000000,716890000,6.08,10.06,0.4915,5.3615,5.4365,24.5577,2.2103,9.2233,4.9023,23.9921,9.3602,703775992.4,260866391,1052678175,5721465227,年报,3667803746
300065.SZ,海兰信,1014492500,151115000,7.9333,4.6693,0.26,5.9233,5.4856,18.9116,3.5702,1.8239,5.5293,36.1969,4.4873,124779746.3,25172325,152493600,812157031.6,年报,478043035
300070.SZ,碧水源,13907448824,1675542240,7.6371,6.9337,0.45,7.0906,3.9817,65.7033,0.807,18.8696,6.4032,30.8651,6.3625,1706067728,14111361891,2978943658,12255320528,年报,5859010836
300078.SZ,思创医惠,1935929286,267152000,9.8957,3.1454,0.18,5.8069,4.9991,30.3102,2.2301,23.3791,21.5783,40.5316,3.3655,164626871,268687211.1,506679330.7,1573993606,年报,1333294205
300094.SZ,国联水产,6757000000,150500000,6.3,2.5597,-0.55,-22.0167,-8.7512,53.6193,1.6368,-0.9809,-2.1236,13.1695,2.4902,-540994575.9,221260079.1,1130636909,4637165159,年报,3780879424
300115.SZ,长盈精密,11034983333,662357143,13.0783,5.5784,0.093,1.9421,3.4749,53.6182,1.1156,-1.6797,0.3436,21.3867,4.6841,-102644972.2,269800000,2153851247,8655207884,年报,7019127240
300168.SZ,万达信息,2709264000,303973333,12.066,2.363,-1.2736,-42.8342,-15.7597,61.7534,1.053,-2.6364,-3.6368,22.8623,2.4269,-1406388550,237528849.2,2933324860,2124500987,年报,1174138667
300203.SZ,聚光科技,4411333333,562500000,14.04,9.24,0.09,1.1664,3.8178,53.8441,1.5714,7.9935,1.8462,40.2745,7.3531,194668590.7,1390087536,1239600182,3895520536,年报,1800698271
300207.SZ,欣旺达,35244015833,1217904123,17.1273,4.4974,0.49,13.4966,5.0903,74.5913,0.9259,26.3015,24.1041,15.3481,3.6769,809237377.7,812538256.3,5558797025,25240657907,年报,20793373951
300212.SZ,易华录,4569622222,659497778,16.11,7.5936,0.7188,12.1345,6.2216,69.7864,1.3738,16.1572,26.6352,35.8166,6.1056,527509725.6,1575200060,1651747898,3743903562,年报,2765891603
300232.SZ,洲明科技,7221456667,702810000,19.4717,3.6761,0.59,19.8692,9.593,58.8403,1.1778,17.1262,23.8692,30.2946,3.0673,599877730.6,155333224,413415301,5604258795,年报,3268204568
300233.SZ,金城医药,3533500000,434500000,9.625,11.4856,0.52,5.0358,5.9939,26.9572,1.86,5.7844,-7.0861,58.4699,10.3374,155327555.1,205600000,316000000,2794819333,年报,2602741617
300244.SZ,迪安诊断,10808677778,573037778,11.9933,7.6029,0.56,9.0677,9.1013,52.2029,1.5673,0.7933,21.3346,32.1512,6.4207,774571230.6,1063743125,1629422861,8453207047,年报,6131198269
300260.SZ,新莱应材,1708745000,106645000,12.07,4.31,0.31,8.0509,4.8132,64.887,1.3141,22.8551,18.0952,27.5274,3.84,67006835.19,107926595.8,608111521.1,1387230337,年报,1085813537
300274.SZ,阳光电源,15473727222,1242482778,12.8844,6.7081,0.61,10.9515,5.2438,61.6339,1.5115,23.3957,25.4067,23.813,5.8982,1047816873,1596009522,333158636.3,13003331784,年报,7386508932
300284.SZ,苏交科,7332513750,860084375,15.1006,5.8252,0.7449,15.9697,7.5712,61.4501,1.4142,8.9535,-15.1199,38.3154,4.9616,878487343.9,695838850,2480314798,5967186074,年报,2765603157
300296.SZ,利亚德,10593186000,1320838000,13.34,3.807,0.2768,8.721,6.632,45.326,1.8282,5.3741,17.4901,34.1055,3.2974,954903900.5,212542236.3,1703513888,9047469208,年报,4862773080
300316.SZ,晶盛机电,4188957200,956742414,17.7865,4.1993,0.5,14.808,10.1149,40.0142,1.8394,24.1118,22.6379,35.5466,3.5431,732515334.5,36049874.99,41035011.1,3109742819,年报,2864714427
300326.SZ,凯利泰,1460352500,397457500,13.1113,4.2686,0.4189,11.5238,9.9961,27.0045,2.9122,5.6138,31.3008,65.7436,3.8014,359225093.6,240000000,243066198.5,1222288042,年报,902953761.9
300347.SZ,泰格医药,3859164348,1040461739,23.7065,5.8661,1.13,24.4163,18.6939,26.6972,1.8819,76.0052,21.8481,46.4773,5.6376,1084646727,36500000,863771746.6,2803309288,年报,2600420495
300383.SZ,光环新网,9294658438,1087913333,11.7667,6.0666,0.54,10.4056,8.7258,31.7799,1.8304,7.4323,17.8313,21.5398,5.4118,916926739.2,1380848063,424797664.7,7097172610,年报,9656059880
300388.SZ,国祯环保,5332982222,419742222,12.7656,4.8523,0.54,11.5096,5.4466,74.1021,0.8918,42.5312,4.0792,24.8929,4.9973,394223696.9,4728428771,1256505974,4169813123,年报,2602832078
300398.SZ,飞凯材料,1845059286,317678571,11.73,5.2422,0.5,11.0981,8.2475,47.7042,1.3562,35.5525,4.675,42.4715,4.6605,305772780.5,138335664,1152010213,1513307758,年报,1472738626
300415.SZ,伊之密,2598210000,262357778,17.2263,3.53,0.45,15.976,9.1738,54.4205,1.4218,8.6579,4.9073,34.3722,2.9597,218909010.8,284254614.2,317447077.3,2113851320,年报,1411840350
300422.SZ,博世科,4567995833,416278333,17.3755,5.9415,0.79,17.0082,6.1748,78.2406,0.7882,40.5409,19.074,28.8816,4.6685,323241260.6,1442458304,1031261526,3243604063,年报,2527470641
300433.SZ,蓝思科技,37624732500,3253241000,14.6088,5.2162,0.62,12.5274,7.902,52.2896,0.8749,9.0137,9.1648,25.2132,5.1951,2823109090,2171387841,8259020447,30257760249,年报,27801057240
300437.SZ,清水源,2202000000,263220000,16.21,7.9793,0.528,7.5873,6.8713,59.1138,1.3346,19.4901,-0.2517,32.1621,6.818,224949695.9,337740580.7,700848750.3,1707807465,年报,1085335727
300438.SZ,鹏辉能源,5038680769,450309231,15.6025,10.2094,0.6,7.3917,4.3683,53.5915,1.1831,7.0487,28.7983,23.7454,8.2815,202247516.3,19422000,578516383.8,3308448046,年报,1779402583
300456.SZ,赛微电子,1340063333,203083333,9.83,3.0967,0.19,5.5733,3.9087,19.2974,3.0195,27.1407,0.7676,44.2146,4.3928,147392144.7,79877983.34,174672429.2,717966331.8,年报,643436891.7
300457.SZ,赢合科技,3105684167,501100833,13.7109,10.2144,0.44,5.3909,4.502,43.9955,1.743,10.4268,-20.003,35.4189,8.3657,208976140.8,292305000,391268913.7,1669764439,年报,2224311119
300496.SZ,中科创达,2439654500,333782000,15.4128,5.5951,0.5941,13.939,9.5473,30.4067,1.929,8.6772,24.7357,42.6285,4.76,246387935.1,3618576.5,402331160,1826858645,年报,1768484585
300511.SZ,雪榕生物,2422070000,336560000,15.9667,4.9115,0.51,13.3151,7.2957,54.7131,0.5449,-1.3013,6.3873,21.9328,4.0548,205492180.4,681861322.6,546703407.4,1964574723,年报,2403411073
600011.SH,华能国际,1.72477E+11,6064787619,7.5433,5.4111,0.06,1.8554,3.7479,71.6417,0.4291,2.5171,2.1333,14.5906,4.6777,4639162183,1.15365E+11,67119367606,1.73485E+11,年报,1.61405E+11
600019.SH,宝钢股份,2.93003E+11,12572365151,7.0214,8.0899,0.56,7.0026,5.0975,43.6993,0.9847,1.1264,-4.4208,10.8791,7.9936,15514600869,2007531181,13068010671,2.91594E+11,年报,2.39891E+11
600023.SH,浙能电力,53768700000,4417100000,7.1267,4.658,0.32,6.8494,6.282,34.6699,1.8696,1.1609,-3.996,12.5059,4.7179,5805748344,21351689933,5721701379,54370549106,年报,34781675345
600026.SH,中远海能,17045600000,3283400000,10.29,6.9282,0.107,1.5328,3.6935,55.7005,0.561,3.8249,12.9747,18.9701,6.9753,1076065667,17325526413,5130004115,13880075063,年报,16272675326
600027.SH,华电国际,93530310556,4115022222,6.826,5.8444,0.29,6.0012,4.6032,65.6097,0.3951,1.5224,4.8601,14.0644,4.6012,5493272000,64623530000,24066734000,93654431000,年报,88465748000
600028.SH,中国石化,2.80195E+12,47324074167,6.2233,6.256,0.476,7.9026,5.8789,50.0359,0.7736,10.2218,2.5946,16.0927,6.1053,90025000000,39625000000,31196000000,2.96619E+12,年报,2.22201E+12
600029.SH,南方航空,1.45876E+11,2754000000,3.5927,5.5427,0.22,4.1144,3.5572,74.872,0.1753,24.3218,7.4494,12.0877,5.2061,3202000000,2391000000,12250000000,1.54322E+11,年报,84564000000
600031.SH,三一重工,75135464848,11118980000,27.64,4.962,1.3595,29.5278,16.4398,49.7172,1.6252,22.7267,35.5495,32.6878,5.2717,13775426000,1302835000,8641155000,75665760000,年报,69065660000
600038.SH,中直股份,19514100769,781456154,8.6827,15.3726,0.9979,7.4023,2.541,67.8132,1.3498,9.5534,20.8921,13.9207,13.8681,674023605.7,5500000,527357084.6,15795174249,年报,7807353042
600039.SH,四川路桥,46407500000,1377500000,9.0125,4.13,0.4714,11.5012,4.3567,82.3337,1.0307,13.3828,31.7504,10.9718,4.3198,2103209397,31342009179,3869488372,52725476605,年报,21617043004
600048.SH,保利地产,2.9552E+11,31892697060,19.3967,14.3224,2.35,20.1184,5.6267,77.7855,1.5623,22.0574,21.294,34.9607,11.7611,50402277618,1.72072E+11,3133473603,2.35934E+11,年报,95291976550
600050.SH,中国联通,3.0923E+11,6664173636,4.447,4.8033,0.161,3.515,2.648,42.666,0.4042,4.1473,-0.1245,26.2918,4.6184,13443155791,2869265226,5614078284,2.90515E+11,年报,2.95296E+11
600060.SH,海信视像,35214456667,351020000,2.4,10.929,0.425,3.8791,2.6999,44.4345,2.0943,-0.4233,-2.9137,17.9623,11.1416,737302056.3,538450000,1868396228,34104738790,年报,27056196586
600085.SH,同仁堂,14948333333,1173333333,12.0333,7.4924,0.719,10.6557,9.2627,29.9286,3.2926,2.1694,-6.556,46.7644,6.7337,1968133335,414245478.8,205375000,13277123199,年报,12119999373
600089.SH,特变电工,41054000000,2120500000,6.3567,9.1996,0.4695,5.9741,3.6381,57.9087,1.4752,10.4003,-6.7468,20.6115,8.1801,2856482447,21828439460,4718029230,36980048574,年报,31517327339
600096.SH,云天化,54576382500,247582500,5.65,3.2531,0.1064,3.4699,4.2481,89.128,0.6296,-11.5386,1.8817,13.237,3.0564,347017182.3,2746903600,28550962440,53975857637,年报,44651995901
600104.SH,上汽集团,8.16092E+11,27314038331,11.1459,21.1778,2.191,10.5784,5.0204,64.5793,1.1045,8.5036,-6.8831,12.1508,21.3723,40345103124,19136965850,25587986200,8.2653E+11,年报,4.05E+11
600115.SH,东方航空,1.25931E+11,4880530833,7.7333,3.9791,0.2115,5.215,3.6078,75.1191,0.2519,19.5008,5.1597,11.3023,4.0763,3464000000,3823000000,2200000000,1.2086E+11,年报,61816000000
600123.SH,兰花科创,8402000000,926500000,8.65,9.2967,0.5802,6.4035,4.9779,57.4953,0.436,9.6647,-6.8261,36.4432,9.1893,885202737.1,1306238616,5505510000,7946898714,年报,6028753315
600136.SH,当代文体,2739446667,540423333,11.855,6.8867,0.22,2.7467,3.4084,55.8962,1.0398,-2.1878,-33.2055,22.1066,7.359,-40390064.74,1286653916,1468216000,1782335445,年报,1085499332
600138.SH,中青旅,13038236667,618323810,9.6515,9.2662,0.7849,8.939,8.6162,45.5738,1.1338,12.6281,14.5849,24.088,9.1073,1222815944,1026450549,2482664902,14053574128,年报,4804900169
600141.SH,兴发集团,18743002727,472460909,5.8867,7.8219,0.33,3.8575,3.9832,66.1555,0.5006,10.1075,1.0263,13.5579,7.9192,483242535.5,3636788230,6472731161,18038707539,年报,15626782633
600143.SH,金发科技,28459860909,1192810000,10.8136,4.1641,0.474,11.982,7.5999,63.2967,1.033,29.871,15.6786,16.039,4.0952,1410359134,5025680900,6935707835,29285923753,年报,22145255425
600153.SH,建发股份,3.16825E+11,4683400000,15.544,10.8346,1.65,16.0005,4.6265,77.622,1.6133,35.8442,20.2784,6.5413,10.8951,10911912409,35760613552,4007196200,3.37239E+11,年报,2.69841E+11
600170.SH,上海建工,2.3784E+11,3972957000,11.422,3.7485,0.41,12.2568,3.057,85.9403,1.209,19.1569,20.4936,10.2867,2.9821,5393622754,44189370794,5821804016,2.05497E+11,年报,1.62215E+11
600176.SH,中国巨石,11265660000,2267641200,13.1057,4.9768,0.6078,14.2471,9.4403,52.1473,0.7844,10.6478,4.5938,35.4568,4.4675,2523520217,3148654458,6610547641,10493293116,年报,9769025602
600183.SH,生益科技,15794857619,1891760000,19.473,4.1835,0.66,19.0172,13.6327,39.7897,1.6573,20.5572,10.5166,26.6469,3.881,1804902923,732332000,1519481481,13241085241,年报,12287351554
600188.SH,兖州煤业,1.76794E+11,8061327778,12.1722,13.15,1.7646,13.9485,7.7739,59.8097,0.8669,2.0333,23.09,13.9106,10.7858,13521247000,26133626000,8747590000,2.00647E+11,年报,1.82418E+11
600196.SH,复星医药,35540636364,3680885990,10.643,13.7402,1.3,11.0969,7.3822,48.4966,1.1703,7.8925,14.7156,59.6174,12.4422,4493555075,7293043831,6358286948,28585152033,年报,23522028666
600208.SH,新湖中宝,21353000000,3135000000,8.4,4.3198,0.25,6.3285,3.725,75.5863,1.7061,3.1765,-14.0292,35.4909,4.0044,2835699134,35543834302,3959937053,14810295115,年报,6134588682
600217.SH,中再资环,4052250000,503006185,18.61,2.1449,0.2894,24.934,12.447,68.1341,1.4412,23.1895,4.3247,31.1458,1.3005,492900940,317000000,1984400000,3271586150,年报,1557494995
600219.SH,南山铝业,21525537500,1618150000,4.1475,3.3299,0.14,4.1857,4.2615,24.125,2.0769,4.7037,6.3625,21.5058,3.2893,1984238236,170000000,4863642156,21509009121,年报,19783750683
600236.SH,桂冠电力,9654375000,2423125000,15,2.015,0.2682,14.7879,8.9039,61.0385,0.3646,-4.3413,-4.9494,49.1643,1.8412,2929759522,15838430972,4870000000,9043440069,年报,6776463212
600256.SH,广汇能源,14962018000,1815824000,11.114,2.4035,0.2361,10.2986,5.6501,65.8081,0.4711,0.5816,8.8111,31.7185,2.3481,1913949071,7733153119,6393815172,14041598394,年报,12457505954
600258.SH,首旅酒店,8491336087,852617156,9.6726,9.0339,0.9031,10.3448,8.1845,45.6644,0.6571,1.6989,-2.6667,93.6843,9.0584,1274341474,1793000000,234000000,8311103505,年报,3202950067
600282.SH,南钢股份,47139700000,2638758333,13.872,4.1361,0.5888,16.21,9.7531,49.7232,0.9355,5.8889,9.9061,13.2781,3.7875,4056048891,845200820.8,3436057270,47970483149,年报,46129025946
600297.SH,广汇汽车,1.69128E+11,3033484545,7.725,4.8033,0.32,6.9256,5.1929,68.4932,1.0763,0.415,2.5774,9.8394,4.6679,4529801667,9820863054,22028024177,1.70456E+11,年报,1.02419E+11
600298.SH,安琪酵母,8743256800,1039013600,17.7578,7.2564,1.0939,19.3397,12.7281,46.5269,1.2937,10.3164,14.4662,35.0041,6.1036,1099317062,1428617910,787241668.5,7652754552,年报,8201415138
600305.SH,恒顺醋业,1863763810,342776897,14.7461,2.948,0.4142,15.1427,13.7827,21.2473,2.118,3.6794,7.5106,45.3203,2.8738,393403315.1,2500000,28014366.09,1832193611,年报,1864526597
600309.SH,万华化学,72437148889,10351216486,20.122,16.5196,3.23,26.6079,15.3052,54.6471,0.5242,11.2583,-6.5714,27.9983,13.4928,12296960751,5962595246,20034036150,68050668651,年报,61372218657
600325.SH,华发股份,43000000000,3720000000,16.63,9.4101,1.22,16.0824,2.2432,81.5067,1.6753,28.4846,39.8742,29.6163,6.3209,4358197324,45735232648,12308178103,33148683111,年报,36137403127
600337.SH,美克家居,5536666667,478333333,9.4667,2.8751,0.28,9.8408,8.217,42.8342,1.6092,-7.4247,6.2148,52.5942,2.6095,549621122.1,772225860.4,751881958.6,5587983514,年报,1749339807
600340.SH,华夏幸福,1.08729E+11,14992968889,29.0673,17.3519,4.75,31.1509,5.759,83.9047,1.5786,11.74,25.5505,43.6813,14.6804,22546196287,48789992626,26575100000,1.0521E+11,年报,78073919170
600346.SH,恒力石化,1.10765E+11,10066340909,27.3236,5.523,1.44,31.3676,10.9289,78.9315,0.6478,39.232,67.7825,20.7542,5.1616,13223312116,51265067528,47597009933,1.00782E+11,年报,1.19082E+11
600348.SH,阳泉煤业,33312875000,1999225000,10.63,6.955,0.71,7.7831,5.6818,50.7532,0.7181,6.3678,-0.0788,18.0741,6.8937,2322141676,423140000,3057600000,32657944785,年报,33809575743
600352.SH,浙江龙盛,21892954545,5227011818,21.746,7.5906,1.5766,22.5717,12.4029,48.0077,3.2111,-1.211,12.0006,42.7042,7.542,6116070280,10035769560,3384071332,21364994633,年报,16800309412
600362.SH,江西铜业,2.39839E+11,2941048333,5.3991,15.6115,0.71,4.8119,3.3984,56.2442,1.229,31.1552,11.645,3.8245,15.2324,3197857832,5257859073,42119240078,2.4036E+11,年报,2.24826E+11
